InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,LineTotal,Date,Period,Day,Hour
C571637,22381,TOY TIDY PINK POLKADOT,-1,2019-10-16 11:55:00,1.85,14688,-1.85,2019-10-16,2019-10,Wednesday,11
C571637,23348,CHILDRENS TOY COOKING UTENSIL SET,-2,2019-10-16 11:55:00,2.08,14688,-4.16,2019-10-16,2019-10,Wednesday,11
C571637,22379,RECYCLING BAG RETROSPOT ,-39,2019-10-16 11:55:00,1.85,14688,-72.15,2019-10-16,2019-10,Wednesday,11
C571678,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2019-10-16 13:33:00,1.06,12679,-1.06,2019-10-16,2019-10,Wednesday,13
C571680,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2019-10-16 13:43:00,1.06,12679,-1.06,2019-10-16,2019-10,Wednesday,13
C571695,84992,72 SWEETHEART FAIRY CAKE CASES,-24,2019-10-16 14:46:00,0.55,14776,-13.200000000000001,2019-10-16,2019-10,Wednesday,14
C571695,23078,ICE CREAM PEN LIP GLOSS ,-24,2019-10-16 14:46:00,1.25,14776,-30.0,2019-10-16,2019-10,Wednesday,14
C571695,23006,TRAVEL CARD WALLET FLOWER MEADOW,-24,2019-10-16 14:46:00,0.42,14776,-10.08,2019-10-16,2019-10,Wednesday,14
C571695,23002,TRAVEL CARD WALLET SKULLS,-24,2019-10-16 14:46:00,0.42,14776,-10.08,2019-10-16,2019-10,Wednesday,14
C571695,22998,TRAVEL CARD WALLET KEEP CALM,-24,2019-10-16 14:46:00,0.42,14776,-10.08,2019-10-16,2019-10,Wednesday,14
C571695,22951,60 CAKE CASES DOLLY GIRL DESIGN,-24,2019-10-16 14:46:00,0.55,14776,-13.200000000000001,2019-10-16,2019-10,Wednesday,14
C571695,22741,FUNKY DIVA PEN,-48,2019-10-16 14:46:00,0.85,14776,-40.8,2019-10-16,2019-10,Wednesday,14
C571695,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,-48,2019-10-16 14:46:00,1.25,14776,-60.0,2019-10-16,2019-10,Wednesday,14
C571695,22664,TOY TIDY DOLLY GIRL DESIGN,-10,2019-10-16 14:46:00,2.1,14776,-21.0,2019-10-16,2019-10,Wednesday,14
C571695,22523,CHILDS GARDEN FORK PINK,-12,2019-10-16 14:46:00,0.85,14776,-10.2,2019-10-16,2019-10,Wednesday,14
C571695,22522,CHILDS GARDEN FORK BLUE ,-12,2019-10-16 14:46:00,0.85,14776,-10.2,2019-10-16,2019-10,Wednesday,14
C571695,22380,TOY TIDY SPACEBOY  ,-10,2019-10-16 14:46:00,2.1,14776,-21.0,2019-10-16,2019-10,Wednesday,14
C571695,21975,PACK OF 60 DINOSAUR CAKE CASES,-24,2019-10-16 14:46:00,0.55,14776,-13.200000000000001,2019-10-16,2019-10,Wednesday,14
C571695,21703,BAG 125g SWIRLY MARBLES,-60,2019-10-16 14:46:00,0.42,14776,-25.2,2019-10-16,2019-10,Wednesday,14
C571695,21213,PACK OF 72 SKULL CAKE CASES,-48,2019-10-16 14:46:00,0.55,14776,-26.400000000000002,2019-10-16,2019-10,Wednesday,14
C571695,20975,12 PENCILS SMALL TUBE RED RETROSPOT,-24,2019-10-16 14:46:00,0.65,14776,-15.600000000000001,2019-10-16,2019-10,Wednesday,14
C571699,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2019-10-16 14:51:00,7.95,15106,-7.95,2019-10-16,2019-10,Wednesday,14
C571707,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,-1,2019-10-16 15:33:00,1.45,14056,-1.45,2019-10-16,2019-10,Wednesday,15
C571707,23196,VINTAGE LEAF MAGNETIC NOTEPAD,-2,2019-10-16 15:33:00,1.45,14056,-2.9,2019-10-16,2019-10,Wednesday,15
C571707,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,2019-10-16 15:33:00,1.45,14056,-1.45,2019-10-16,2019-10,Wednesday,15
C571707,22899,CHILDREN'S APRON DOLLY GIRL ,-3,2019-10-16 15:33:00,2.1,14056,-6.300000000000001,2019-10-16,2019-10,Wednesday,15
C571707,23199,JUMBO BAG APPLES,-1,2019-10-16 15:33:00,2.08,14056,-2.08,2019-10-16,2019-10,Wednesday,15
C571707,23250,VINTAGE RED TRIM ENAMEL BOWL ,-1,2019-10-16 15:33:00,1.25,14056,-1.25,2019-10-16,2019-10,Wednesday,15
C571707,10135,COLOURING PENCILS BROWN TUBE,-1,2019-10-16 15:33:00,1.25,14056,-1.25,2019-10-16,2019-10,Wednesday,15
C571707,23193,BUFFALO BILL TREASURE BOOK BOX,-2,2019-10-16 15:33:00,2.25,14056,-4.5,2019-10-16,2019-10,Wednesday,15
C571707,23194,GYMKHANA TREASURE BOOK BOX,-4,2019-10-16 15:33:00,2.25,14056,-9.0,2019-10-16,2019-10,Wednesday,15
C571707,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-1,2019-10-16 15:33:00,3.29,14056,-3.29,2019-10-16,2019-10,Wednesday,15
C571707,21155,RED RETROSPOT PEG BAG,-1,2019-10-16 15:33:00,2.55,14056,-2.55,2019-10-16,2019-10,Wednesday,15
C571711,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,-1,2019-10-16 16:21:00,8.95,15296,-8.95,2019-10-16,2019-10,Wednesday,16
C571711,23245,SET OF 3 REGENCY CAKE TINS,-1,2019-10-16 16:21:00,4.95,15296,-4.95,2019-10-16,2019-10,Wednesday,16
C571814,23200,JUMBO BAG PEARS,-1,2019-10-17 11:45:00,1.79,14477,-1.79,2019-10-17,2019-10,Thursday,11
C571838,23322,LARGE WHITE HEART OF WICKER,-5,2019-10-17 12:12:00,2.95,17841,-14.75,2019-10-17,2019-10,Thursday,12
C571838,22120,WELCOME  WOODEN BLOCK LETTERS,-3,2019-10-17 12:12:00,9.95,17841,-29.849999999999998,2019-10-17,2019-10,Thursday,12
C571854,22784,LANTERN CREAM GAZEBO ,-1,2019-10-17 13:24:00,4.95,15826,-4.95,2019-10-17,2019-10,Thursday,13
C571855,22429,ENAMEL MEASURING JUG CREAM,-3,2019-10-17 13:36:00,4.25,17462,-12.75,2019-10-17,2019-10,Thursday,13
C571856,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2019-10-17 13:37:00,2.95,17063,-2.95,2019-10-17,2019-10,Thursday,13
C571858,23149,ANTIQUE IVORY WIRE BOWL SMALL,-5,2019-10-17 13:38:00,2.49,14257,-12.450000000000001,2019-10-17,2019-10,Thursday,13
C571859,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-1,2019-10-17 13:39:00,1.95,15159,-1.95,2019-10-17,2019-10,Thursday,13
C571859,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-1,2019-10-17 13:39:00,1.95,15159,-1.95,2019-10-17,2019-10,Thursday,13
C571859,84976,RECTANGULAR SHAPED MIRROR,-12,2019-10-17 13:39:00,0.79,15159,-9.48,2019-10-17,2019-10,Thursday,13
C571860,82583,HOT BATHS METAL SIGN,-1,2019-10-17 13:42:00,2.1,14175,-2.1,2019-10-17,2019-10,Thursday,13
C571860,21166,COOK WITH WINE METAL SIGN ,-3,2019-10-17 13:42:00,2.08,14175,-6.24,2019-10-17,2019-10,Thursday,13
C571860,21181,PLEASE ONE PERSON METAL SIGN,-1,2019-10-17 13:42:00,2.1,14175,-2.1,2019-10-17,2019-10,Thursday,13
C571860,23423,PANTRY 3 HOOK ROLLING PIN HANGER,-1,2019-10-17 13:42:00,3.75,14175,-3.75,2019-10-17,2019-10,Thursday,13
C571860,23164,REGENCY CAKE SLICE,-1,2019-10-17 13:42:00,4.95,14175,-4.95,2019-10-17,2019-10,Thursday,13
C571860,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2019-10-17 13:42:00,8.5,14175,-8.5,2019-10-17,2019-10,Thursday,13
C571860,22625,RED KITCHEN SCALES,-1,2019-10-17 13:42:00,8.5,14175,-8.5,2019-10-17,2019-10,Thursday,13
C571861,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2019-10-17 13:43:00,3.95,16670,-3.95,2019-10-17,2019-10,Thursday,13
C571862,23355,HOT WATER BOTTLE KEEP CALM,-5,2019-10-17 13:45:00,4.95,13422,-24.75,2019-10-17,2019-10,Thursday,13
C571893,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2019-10-17 14:13:00,2.95,13314,-5.9,2019-10-17,2019-10,Thursday,14
C571893,22180,RETROSPOT LAMP,-2,2019-10-17 14:13:00,9.95,13314,-19.9,2019-10-17,2019-10,Thursday,14
C571893,21534,DAIRY MAID LARGE MILK JUG,-3,2019-10-17 14:13:00,4.95,13314,-14.850000000000001,2019-10-17,2019-10,Thursday,14
C571893,21530,DAIRY MAID TOASTRACK,-18,2019-10-17 14:13:00,0.79,13314,-14.22,2019-10-17,2019-10,Thursday,14
C571893,21217,RED RETROSPOT ROUND CAKE TINS,-1,2019-10-17 14:13:00,9.95,13314,-9.95,2019-10-17,2019-10,Thursday,14
C571893,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-4,2019-10-17 14:13:00,4.95,13314,-19.8,2019-10-17,2019-10,Thursday,14
C571893,84818,DANISH ROSE PHOTO FRAME,-17,2019-10-17 14:13:00,0.79,13314,-13.43,2019-10-17,2019-10,Thursday,14
C571893,47504K,ENGLISH ROSE GARDEN SECATEURS,-12,2019-10-17 14:13:00,0.79,13314,-9.48,2019-10-17,2019-10,Thursday,14
C571893,23494,VINTAGE DOILY DELUXE SEWING KIT ,-3,2019-10-17 14:13:00,5.95,13314,-17.85,2019-10-17,2019-10,Thursday,14
C571893,23404,HOME SWEET HOME BLACKBOARD,-6,2019-10-17 14:13:00,4.95,13314,-29.700000000000003,2019-10-17,2019-10,Thursday,14
C571893,23108,SET OF 10 LED DOLLY LIGHTS,-2,2019-10-17 14:13:00,6.25,13314,-12.5,2019-10-17,2019-10,Thursday,14
C571893,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-3,2019-10-17 14:13:00,4.95,13314,-14.850000000000001,2019-10-17,2019-10,Thursday,14
C571896,22494,EMERGENCY FIRST AID TIN ,-2,2019-10-17 14:18:00,1.25,16533,-2.5,2019-10-17,2019-10,Thursday,14
C571897,23169,CLASSIC GLASS COOKIE JAR,-3,2019-10-17 14:19:00,4.15,16157,-12.450000000000001,2019-10-17,2019-10,Thursday,14
C571902,22941,CHRISTMAS LIGHTS 10 REINDEER,-1,2019-10-17 14:39:00,8.5,14488,-8.5,2019-10-17,2019-10,Thursday,14
C571902,22812,PACK 3 BOXES CHRISTMAS PANNETONE,-3,2019-10-17 14:39:00,1.95,14488,-5.85,2019-10-17,2019-10,Thursday,14
C571902,21889,WOODEN BOX OF DOMINOES,-2,2019-10-17 14:39:00,1.25,14488,-2.5,2019-10-17,2019-10,Thursday,14
C571907,21485,RETROSPOT HEART HOT WATER BOTTLE,-3,2019-10-17 14:55:00,4.95,14297,-14.850000000000001,2019-10-17,2019-10,Thursday,14
C571919,23354,6 GIFT TAGS 50'S CHRISTMAS ,-36,2019-10-17 16:08:00,0.83,17350,-29.88,2019-10-17,2019-10,Thursday,16
C571925,85185B,PINK HORSE SOCK PUPPET KIT,-1,2019-10-17 16:31:00,2.95,13115,-2.95,2019-10-17,2019-10,Thursday,16
C571925,23494,VINTAGE DOILY DELUXE SEWING KIT ,-5,2019-10-17 16:31:00,5.95,13115,-29.75,2019-10-17,2019-10,Thursday,16
C571925,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2019-10-17 16:31:00,4.95,13115,-4.95,2019-10-17,2019-10,Thursday,16
C571927,21452,TOADSTOOL MONEY BOX,-1,2019-10-17 16:41:00,2.95,13109,-2.95,2019-10-17,2019-10,Thursday,16
C571928,23494,VINTAGE DOILY DELUXE SEWING KIT ,-5,2019-10-17 16:44:00,5.95,12720,-29.75,2019-10-17,2019-10,Thursday,16
C572022,22456,NATURAL SLATE CHALKBOARD LARGE ,-2,2019-10-18 10:58:00,4.95,16474,-9.9,2019-10-18,2019-10,Friday,10
C572027,22147,FELTCRAFT BUTTERFLY HEARTS,-2,2019-10-18 11:44:00,1.45,15754,-2.9,2019-10-18,2019-10,Friday,11
C572029,22427,ENAMEL FLOWER JUG CREAM,-3,2019-10-18 11:48:00,5.95,17651,-17.85,2019-10-18,2019-10,Friday,11
C572059,21682,LARGE MEDINA STAMPED METAL BOWL ,-3,2019-10-18 12:45:00,4.95,17346,-14.850000000000001,2019-10-18,2019-10,Friday,12
C572059,21344,MOROCCAN BEATEN METAL DISH,-3,2019-10-18 12:45:00,9.95,17346,-29.849999999999998,2019-10-18,2019-10,Friday,12
C572059,21242,RED RETROSPOT PLATE ,-12,2019-10-18 12:45:00,1.69,17346,-20.28,2019-10-18,2019-10,Friday,12
C572102,22622,BOX OF VINTAGE ALPHABET BLOCKS,-1,2019-10-18 15:56:00,11.95,13519,-11.95,2019-10-18,2019-10,Friday,15
C572109,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,2019-10-18 18:24:00,8.5,13350,-8.5,2019-10-18,2019-10,Friday,18
C572109,23397,FOOT STOOL HOME SWEET HOME ,-1,2019-10-18 18:24:00,9.95,13350,-9.95,2019-10-18,2019-10,Friday,18
C572109,23064,CINDERELLA CHANDELIER ,-1,2019-10-18 18:24:00,49.95,13350,-49.95,2019-10-18,2019-10,Friday,18
C572110,23487,SWEET HEART CAKE CARRIER,-2,2019-10-18 19:11:00,9.95,14910,-19.9,2019-10-18,2019-10,Friday,19
C572110,23295,SET OF 12 MINI LOAF BAKING CASES,-2,2019-10-18 19:11:00,0.83,14910,-1.66,2019-10-18,2019-10,Friday,19
C572111,23437, 50'S CHRISTMAS GIFT BAG LARGE,-2,2019-10-18 19:13:00,1.25,13136,-2.5,2019-10-18,2019-10,Friday,19
C572111,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2019-10-18 19:13:00,6.95,13136,-6.95,2019-10-18,2019-10,Friday,19
C572111,22186,RED STAR CARD HOLDER,-3,2019-10-18 19:13:00,1.95,13136,-5.85,2019-10-18,2019-10,Friday,19
C572111,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2019-10-18 19:13:00,4.95,13136,-4.95,2019-10-18,2019-10,Friday,19
C572112,84406B,CREAM CUPID HEARTS COAT HANGER,-1,2019-10-18 19:13:00,3.75,14113,-3.75,2019-10-18,2019-10,Friday,19
C572113,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1,2019-10-18 19:14:00,4.25,15179,-4.25,2019-10-18,2019-10,Friday,19
C572114,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,-1,2019-10-18 19:15:00,1.25,17169,-1.25,2019-10-18,2019-10,Friday,19
C572114,23332,IVORY WICKER HEART LARGE,-2,2019-10-18 19:15:00,1.65,17169,-3.3,2019-10-18,2019-10,Friday,19
C572114,23323,WHITE WICKER STAR ,-1,2019-10-18 19:15:00,2.1,17169,-2.1,2019-10-18,2019-10,Friday,19
C572115,22997,TRAVEL CARD WALLET UNION JACK,-22,2019-10-18 19:16:00,0.42,16394,-9.24,2019-10-18,2019-10,Friday,19
C572115,22996,TRAVEL CARD WALLET VINTAGE TICKET,-20,2019-10-18 19:16:00,0.42,16394,-8.4,2019-10-18,2019-10,Friday,19
C572116,22460,EMBOSSED GLASS TEALIGHT HOLDER,-1,2019-10-18 19:17:00,1.25,15620,-1.25,2019-10-18,2019-10,Friday,19
C572116,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2019-10-18 19:17:00,3.29,15620,-6.58,2019-10-18,2019-10,Friday,19
C572117,23395,BELLE JARDINIERE CUSHION COVER,-1,2019-10-18 19:19:00,3.75,17603,-3.75,2019-10-18,2019-10,Friday,19
C572118,23395,BELLE JARDINIERE CUSHION COVER,-1,2019-10-18 19:21:00,3.75,18228,-3.75,2019-10-18,2019-10,Friday,19
C572118,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2019-10-18 19:21:00,6.95,18228,-6.95,2019-10-18,2019-10,Friday,19
C572119,84946,ANTIQUE SILVER T-LIGHT GLASS,-2,2019-10-18 19:23:00,1.25,15598,-2.5,2019-10-18,2019-10,Friday,19
C572120,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2019-10-18 19:29:00,4.95,14911,-4.95,2019-10-18,2019-10,Friday,19
C572120,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2019-10-18 19:29:00,3.75,14911,-3.75,2019-10-18,2019-10,Friday,19
C572120,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2019-10-18 19:29:00,8.5,14911,-8.5,2019-10-18,2019-10,Friday,19
C572120,21181,PLEASE ONE PERSON METAL SIGN,-6,2019-10-18 19:29:00,2.1,14911,-12.600000000000001,2019-10-18,2019-10,Friday,19
C572120,21169,YOU'RE CONFUSING ME METAL SIGN ,-1,2019-10-18 19:29:00,1.69,14911,-1.69,2019-10-18,2019-10,Friday,19
C572120,21907,I'M ON HOLIDAY METAL SIGN,-1,2019-10-18 19:29:00,2.1,14911,-2.1,2019-10-18,2019-10,Friday,19
C572120,21166,COOK WITH WINE METAL SIGN ,-7,2019-10-18 19:29:00,2.08,14911,-14.56,2019-10-18,2019-10,Friday,19
C572120,22412,METAL SIGN NEIGHBOURHOOD WITCH ,-2,2019-10-18 19:29:00,2.1,14911,-4.2,2019-10-18,2019-10,Friday,19
C572120,21175,GIN + TONIC DIET METAL SIGN,-1,2019-10-18 19:29:00,2.55,14911,-2.55,2019-10-18,2019-10,Friday,19
C572223,23350,ROLL WRAP VINTAGE SPOT ,-12,2019-10-19 13:36:00,1.25,14147,-15.0,2019-10-19,2019-10,Saturday,13
C572226,23239,SET OF 4 KNICK KNACK TINS POPPIES,-3,2019-10-19 13:58:00,4.15,15321,-12.450000000000001,2019-10-19,2019-10,Saturday,13
C572226,23237,SET OF 4 KNICK KNACK TINS LEAF,-2,2019-10-19 13:58:00,4.15,15321,-8.3,2019-10-19,2019-10,Saturday,13
C572226,85066,CREAM SWEETHEART MINI CHEST,-1,2019-10-19 13:58:00,12.75,15321,-12.75,2019-10-19,2019-10,Saturday,13
C572226,22847,BREAD BIN DINER STYLE IVORY,-2,2019-10-19 13:58:00,16.95,15321,-33.9,2019-10-19,2019-10,Saturday,13
C572226,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,-1,2019-10-19 13:58:00,1.65,15321,-1.65,2019-10-19,2019-10,Saturday,13
C572226,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,-1,2019-10-19 13:58:00,1.65,15321,-1.65,2019-10-19,2019-10,Saturday,13
C572226,23254,CHILDRENS CUTLERY DOLLY GIRL ,-1,2019-10-19 13:58:00,4.15,15321,-4.15,2019-10-19,2019-10,Saturday,13
C572226,23256,CHILDRENS CUTLERY SPACEBOY ,-2,2019-10-19 13:58:00,4.15,15321,-8.3,2019-10-19,2019-10,Saturday,13
C572226,22151,PLACE SETTING WHITE HEART,-1,2019-10-19 13:58:00,0.42,15321,-0.42,2019-10-19,2019-10,Saturday,13
C572226,22152,PLACE SETTING WHITE STAR,-3,2019-10-19 13:58:00,0.42,15321,-1.26,2019-10-19,2019-10,Saturday,13
C572228,22835,HOT WATER BOTTLE I AM SO POORLY,-2,2019-10-19 14:03:00,4.65,15728,-9.3,2019-10-19,2019-10,Saturday,14
C572228,22113,GREY HEART HOT WATER BOTTLE,-5,2019-10-19 14:03:00,3.75,15728,-18.75,2019-10-19,2019-10,Saturday,14
C572228,22112,CHOCOLATE HOT WATER BOTTLE,-17,2019-10-19 14:03:00,4.25,15728,-72.25,2019-10-19,2019-10,Saturday,14
C572228,22111,SCOTTIE DOG HOT WATER BOTTLE,-10,2019-10-19 14:03:00,3.45,15728,-34.5,2019-10-19,2019-10,Saturday,14
C572275,22423,REGENCY CAKESTAND 3 TIER,-1,2019-10-21 09:42:00,12.75,12572,-12.75,2019-10-21,2019-10,Monday,9
C572275,71279,PINK GLASS CANDLEHOLDER,-1,2019-10-21 09:42:00,2.95,12572,-2.95,2019-10-21,2019-10,Monday,9
C572276,23237,SET OF 4 KNICK KNACK TINS LEAF,-2,2019-10-21 10:24:00,4.15,16768,-8.3,2019-10-21,2019-10,Monday,10
C572299,85066,CREAM SWEETHEART MINI CHEST,-1,2019-10-21 14:35:00,12.75,13598,-12.75,2019-10-21,2019-10,Monday,14
C572334,85099B,JUMBO BAG RED RETROSPOT,-100,2019-10-22 10:25:00,1.79,14607,-179.0,2019-10-22,2019-10,Tuesday,10
C572334,23284,DOORMAT KEEP CALM AND COME IN,-10,2019-10-22 10:25:00,7.08,14607,-70.8,2019-10-22,2019-10,Tuesday,10
C572334,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-100,2019-10-22 10:25:00,0.72,14607,-72.0,2019-10-22,2019-10,Tuesday,10
C572334,23201,JUMBO BAG ALPHABET,-100,2019-10-22 10:25:00,1.79,14607,-179.0,2019-10-22,2019-10,Tuesday,10
C572334,22386,JUMBO BAG PINK POLKADOT,-100,2019-10-22 10:25:00,1.79,14607,-179.0,2019-10-22,2019-10,Tuesday,10
C572334,21733,RED HANGING HEART T-LIGHT HOLDER,-32,2019-10-22 10:25:00,2.55,14607,-81.6,2019-10-22,2019-10,Tuesday,10
C572334,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-120,2019-10-22 10:25:00,2.55,14607,-306.0,2019-10-22,2019-10,Tuesday,10
C572334,23319,BOX OF 6 MINI 50'S CRACKERS,-48,2019-10-22 10:25:00,2.08,14607,-99.84,2019-10-22,2019-10,Tuesday,10
C572334,23351,ROLL WRAP 50'S CHRISTMAS,-72,2019-10-22 10:25:00,1.04,14607,-74.88,2019-10-22,2019-10,Tuesday,10
C572334,21288,STRIPEY CHOCOLATE NESTING BOXES,-24,2019-10-22 10:25:00,2.55,14607,-61.199999999999996,2019-10-22,2019-10,Tuesday,10
C572334,23204,CHARLOTTE BAG APPLES DESIGN,-100,2019-10-22 10:25:00,0.72,14607,-72.0,2019-10-22,2019-10,Tuesday,10
C572334,22356,CHARLOTTE BAG PINK POLKADOT,-100,2019-10-22 10:25:00,0.72,14607,-72.0,2019-10-22,2019-10,Tuesday,10
C572334,23344,JUMBO BAG 50'S CHRISTMAS ,-100,2019-10-22 10:25:00,1.79,14607,-179.0,2019-10-22,2019-10,Tuesday,10
C572334,20685,DOORMAT RED RETROSPOT,-10,2019-10-22 10:25:00,7.08,14607,-70.8,2019-10-22,2019-10,Tuesday,10
C572334,23199,JUMBO BAG APPLES,-100,2019-10-22 10:25:00,1.79,14607,-179.0,2019-10-22,2019-10,Tuesday,10
C572334,22355,CHARLOTTE BAG SUKI DESIGN,-100,2019-10-22 10:25:00,0.72,14607,-72.0,2019-10-22,2019-10,Tuesday,10
C572334,21931,JUMBO STORAGE BAG SUKI,-100,2019-10-22 10:25:00,1.79,14607,-179.0,2019-10-22,2019-10,Tuesday,10
C572334,20724,RED RETROSPOT CHARLOTTE BAG,-100,2019-10-22 10:25:00,0.72,14607,-72.0,2019-10-22,2019-10,Tuesday,10
C572343,23064,CINDERELLA CHANDELIER ,-40,2019-10-22 10:40:00,10.0,14607,-400.0,2019-10-22,2019-10,Tuesday,10
C572343,23057,BEADED CHANDELIER T-LIGHT HOLDER,-96,2019-10-22 10:40:00,1.5,14607,-144.0,2019-10-22,2019-10,Tuesday,10
C572343,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,-240,2019-10-22 10:40:00,5.39,14607,-1293.6,2019-10-22,2019-10,Tuesday,10
C572343,23055,IVORY CHANDELIER T-LIGHT HOLDER,-96,2019-10-22 10:40:00,1.5,14607,-144.0,2019-10-22,2019-10,Tuesday,10
C572343,22106,MIRROR MOSAIC HURRICANE LAMP ,-120,2019-10-22 10:40:00,1.25,14607,-150.0,2019-10-22,2019-10,Tuesday,10
C572343,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,-240,2019-10-22 10:40:00,0.95,14607,-228.0,2019-10-22,2019-10,Tuesday,10
C572343,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,-468,2019-10-22 10:40:00,0.39,14607,-182.52,2019-10-22,2019-10,Tuesday,10
C572343,22102,MIRROR MOSAIC T-LIGHT HOLDER ,-720,2019-10-22 10:40:00,0.39,14607,-280.8,2019-10-22,2019-10,Tuesday,10
C572343,22101,MIRROR MOSAIC VOTIVE HOLDER,-324,2019-10-22 10:40:00,0.39,14607,-126.36,2019-10-22,2019-10,Tuesday,10
C572410,23174,REGENCY SUGAR BOWL GREEN,-2,2019-10-22 11:58:00,3.75,16742,-7.5,2019-10-22,2019-10,Tuesday,11
C572410,22699,ROSES REGENCY TEACUP AND SAUCER ,-168,2019-10-22 11:58:00,2.55,16742,-428.4,2019-10-22,2019-10,Tuesday,11
C572410,23170,REGENCY TEA PLATE ROSES ,-20,2019-10-22 11:58:00,1.45,16742,-29.0,2019-10-22,2019-10,Tuesday,11
C572440,22224,WHITE LOVEBIRD LANTERN,-2,2019-10-22 12:06:00,2.95,17811,-5.9,2019-10-22,2019-10,Tuesday,12
C572440,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2019-10-22 12:06:00,4.95,17811,-4.95,2019-10-22,2019-10,Tuesday,12
C572440,21238,RED RETROSPOT CUP,-2,2019-10-22 12:06:00,0.85,17811,-1.7,2019-10-22,2019-10,Tuesday,12
C572440,21239,PINK  POLKADOT CUP,-1,2019-10-22 12:06:00,0.85,17811,-0.85,2019-10-22,2019-10,Tuesday,12
C572440,22961,JAM MAKING SET PRINTED,-10,2019-10-22 12:06:00,1.45,17811,-14.5,2019-10-22,2019-10,Tuesday,12
C572449,20795,LARGE BLUE PROVENCAL CERAMIC BALL,-1,2019-10-22 12:34:00,2.1,14428,-2.1,2019-10-22,2019-10,Tuesday,12
C572449,23398,HANGING HEART BONHEUR,-1,2019-10-22 12:34:00,0.85,14428,-0.85,2019-10-22,2019-10,Tuesday,12
C572449,23393,HOME SWEET HOME CUSHION COVER ,-2,2019-10-22 12:34:00,3.75,14428,-7.5,2019-10-22,2019-10,Tuesday,12
C572463,22427,ENAMEL FLOWER JUG CREAM,-2,2019-10-22 13:07:00,5.95,17652,-11.9,2019-10-22,2019-10,Tuesday,13
C572463,85066,CREAM SWEETHEART MINI CHEST,-3,2019-10-22 13:07:00,12.75,17652,-38.25,2019-10-22,2019-10,Tuesday,13
C572463,22424,ENAMEL BREAD BIN CREAM,-2,2019-10-22 13:07:00,12.75,17652,-25.5,2019-10-22,2019-10,Tuesday,13
C572469,85099B,JUMBO BAG RED RETROSPOT,-1,2019-10-22 13:31:00,2.08,13534,-2.08,2019-10-22,2019-10,Tuesday,13
C572469,23200,JUMBO BAG PEARS,-1,2019-10-22 13:31:00,2.08,13534,-2.08,2019-10-22,2019-10,Tuesday,13
C572469,23199,JUMBO BAG APPLES,-1,2019-10-22 13:31:00,2.08,13534,-2.08,2019-10-22,2019-10,Tuesday,13
C572469,47567B,TEA TIME KITCHEN APRON,-1,2019-10-22 13:31:00,5.95,13534,-5.95,2019-10-22,2019-10,Tuesday,13
C572469,22386,JUMBO BAG PINK POLKADOT,-4,2019-10-22 13:31:00,2.08,13534,-8.32,2019-10-22,2019-10,Tuesday,13
C572471,22303,COFFEE MUG APPLES DESIGN,-1,2019-10-22 13:33:00,2.1,17090,-2.1,2019-10-22,2019-10,Tuesday,13
C572473,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-1,2019-10-22 13:34:00,2.55,18188,-2.55,2019-10-22,2019-10,Tuesday,13
C572478,84879,ASSORTED COLOUR BIRD ORNAMENT,-1,2019-10-22 13:39:00,1.69,13098,-1.69,2019-10-22,2019-10,Tuesday,13
