CustomerID,customer_segment,campaign_strategy
16877,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16878,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16880,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16881,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16882,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16883,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16884,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16885,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16887,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16889,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16891,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16892,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16893,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16895,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16897,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16898,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16899,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16900,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16902,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16903,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16904,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16905,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16906,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16907,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16909,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16910,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16912,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16913,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16914,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16915,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16916,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16917,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16918,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16919,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16921,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16923,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16924,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16926,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16927,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16928,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16929,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16930,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16931,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16932,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16933,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16934,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16936,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16938,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16940,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16942,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16943,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16945,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16947,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16948,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16949,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16950,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16951,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16952,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16953,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16954,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16955,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16956,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16957,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16959,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16960,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16961,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16963,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16965,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16966,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16967,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16968,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16969,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16971,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16976,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16978,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16979,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16980,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
16982,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16983,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16984,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16985,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16986,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16987,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16988,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16989,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16990,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16992,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
16995,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
16996,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
16997,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16998,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
16999,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17001,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17002,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17004,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17006,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17007,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17010,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17011,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17014,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17015,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17017,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17018,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17019,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17022,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17024,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17025,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17026,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17027,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17029,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17030,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17031,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17033,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17034,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17035,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17037,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17038,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17040,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17041,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17042,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17043,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17044,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17045,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17046,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17047,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17048,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17049,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17050,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17051,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17052,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17053,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17054,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17058,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17059,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17060,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17061,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17062,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17063,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17064,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17068,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17069,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17070,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17071,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17073,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17075,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17076,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17078,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17079,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17080,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17081,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17082,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17083,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17084,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17085,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17086,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17088,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17090,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17091,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17092,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17094,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17095,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17096,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17097,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17100,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17101,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17102,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17105,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17107,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17109,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17110,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17111,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17114,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17115,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17117,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17118,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17119,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17120,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17122,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17123,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17124,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17125,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17126,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17128,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17131,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17133,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17134,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17135,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17138,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17139,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17140,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17142,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17144,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17146,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17147,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17148,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17152,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17153,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17154,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17155,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17157,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17158,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17159,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17160,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17162,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17163,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17164,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17165,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17166,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17169,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17171,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17172,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17173,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17174,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17175,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17176,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17179,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17180,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17181,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17183,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17186,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17187,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17188,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17189,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17190,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17191,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17193,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17194,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17197,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17198,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17201,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17203,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17204,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17205,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17206,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17211,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17212,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17213,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17214,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17217,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17218,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17219,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17220,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17221,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17222,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17223,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17226,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17227,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17228,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17229,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17230,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17231,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17232,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17233,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17234,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17235,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17236,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17237,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17238,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17239,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17242,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17243,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
17244,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17245,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17247,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17248,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17250,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17251,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17252,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17253,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17254,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17255,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17256,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17259,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17262,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
17263,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17265,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
17266,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
17267,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
17268,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
